word1,word2,gpt-4_response,gpt4_rating
fix,alter,8,8
compete,fight,7,7
ridicule,criticize,7,7
obtain,acquire,9,9
succeed,prosper,8,8
glide,fly,8,8
duplicate,repeat,7,7
gather,recruit,7,7
replace,give,4,4
ask,try,5,5
make,prepare,8,8
touch,pat,8,8
show,hide,3,3
remember,remind,7,7
disintegrate,integrate,2,2
annihilate,demolish,8,8
hit,knock,7,7
cry,humiliate,3,3
testify,judge,4,4
call,notify,8,8
forget,remember,4,4
talk,participate,4,4
spend,use,7,7
try,succeed,4,4
punish,spank,8,8
grow,raise,7,7
steal,lie,4,4
blur,see,4,4
holler,scold,7,7
descend,fall,7,7
jump,leap,9,9
recruit,join,7,7
fight,hit,7,7
shake,bake,2,2
decide,choose,9,9
do,achieve,8,8
fight,struggle,8,8
think,guess,7,7
define,clarify,8,8
speak,talk,9,9
separate,split,8,8
cast,play,4,4
condemn,damn,8,8
replace,remove,7,7
throw,chuck,9,9
accept,take,7,7
strain,struggle,7,7
steer,veer,7,7
break,burst,7,7
criticize,hate,4,4
burn,fry,7,7
attack,pounce,8,8
sip,taste,7,7
hope,despair,2,2
decorate,change,4,4
say,tell,8,8
originate,create,8,8
lie,believe,4,4
hurt,sting,7,7
crash,break,7,7
remove,leave,7,7
hold,release,2,2
walk,ride,5,5
urge,want,8,8
make,construct,9,9
fix,solve,8,8
promise,break,3,3
leave,arrive,4,4
pretend,play,7,7
explode,erupt,8,8
agree,accept,7,7
steal,borrow,4,4
learn,think,5,5
turn,stir,5,5
presume,guess,8,8
munch,crunch,8,8
pay,receive,5,5
destroy,condemn,4,4
admit,confess,9,9
integrate,blend,7,7
crack,break,8,8
respect,salute,5,5
rearrange,fix,5,5
move,hustle,7,7
snap,bite,7,7
excuse,lie,5,5
dominate,control,8,8
speak,communicate,8,8
destroy,restore,3,3
despair,help,2,2
bump,push,5,5
persuade,change,4,4
hurt,sprain,7,7
divide,subtract,7,7
understand,develop,3,3
bother,disturb,8,8
gamble,waste,4,4
explain,excuse,4,4
calculate,determine,8,8
offend,defend,4,4
comfort,soothe,8,8
connect,join,9,9
dip,dunk,8,8
grasp,clench,7,7
hold,squeeze,7,7
hurry,hustle,8,8
strain,drain,3,3
sing,perform,7,7
kill,smother,7,7
say,reply,7,7
look,seek,7,7
put,lay,7,7
think,analyze,7,7
giggle,laugh,8,8
comfort,snuggle,7,7
hate,kill,3,3
despise,like,2,2
grant,assume,5,5
deny,accuse,4,4
admire,like,7,7
rely,need,7,7
die,disintegrate,4,4
squeeze,hug,7,7
speak,remark,7,7
climb,ascend,9,9
seem,look,7,7
live,survive,7,7
exchange,barter,9,9
go,wait,3,3
fold,bend,8,8
let,give,5,5
waste,want,2,2
increase,decline,3,3
look,perceive,8,8
pause,break,8,8
drift,sway,8,8
develop,build,7,7
request,ask,9,9
roam,wander,9,9
fail,cheat,4,4
sing,rejoice,5,5
accumulate,gather,8,8
succeed,attempt,4,4
save,spare,7,7
prohibit,forbid,9,9
wander,drift,8,8
grab,grasp,9,9
attack,hurt,7,7
forgive,forget,6,6
obey,listen,5,5
like,dislike,3,3
bounce,jump,8,8
throw,toss,9,9
argue,disprove,5,5
defrost,cook,5,5
seek,hide,3,3
wreck,destroy,8,8
buzz,fly,4,4
stop,move,2,2
debate,argue,8,8
break,split,8,8
lose,stray,5,5
draw,design,7,7
worry,concern,8,8
update,inform,7,7
remark,reply,7,7
move,flow,7,7
jump,run,5,5
return,reappear,7,7
wait,hold,7,7
lower,lift,3,3
breathe,live,5,5
hate,dislike,8,8
munch,chew,9,9
steal,buy,3,3
separate,depart,5,5
announce,renounce,4,4
hit,run,4,4
talk,whisper,7,7
drink,slurp,5,5
lay,stand,5,5
move,vacate,8,8
demand,ask,7,7
instruct,teach,9,9
look,find,6,6
return,go,5,5
disappoint,fail,7,7
bend,lean,7,7
listen,understand,7,7
leave,disperse,7,7
introduce,know,4,4
ignore,acknowledge,2,2
deceive,cheat,8,8
develop,learn,7,7
announce,speak,7,7
decorate,fix,4,4
win,achieve,8,8
grow,develop,8,8
push,press,8,8
look,evaluate,5,5
know,realize,7,7
lose,disown,6,6
repair,fix,9,9
drink,blend,3,3
fail,discourage,4,4
multiply,divide,8,8
punish,prosecute,7,7
debate,fight,5,5
convince,argue,7,7
inform,tell,8,8
earn,spend,4,4
live,die,3,3
disappear,appear,5,5
mix,drink,3,3
cry,tear,7,7
capture,catch,8,8
control,operate,8,8
add,gain,7,7
diminish,deteriorate,8,8
destroy,conquer,6,6
read,comprehend,8,8
promise,keep,3,3
borrow,return,5,5
take,steal,7,7
disperse,give,4,4
seem,be,7,7
sneeze,bless,3,3
discover,learn,7,7
sink,swim,4,4
seek,find,8,8
chase,run,7,7
increase,magnify,7,7
dunk,sink,7,7
bother,nag,7,7
tell,respond,5,5
reappear,show,5,5
agree,please,3,3
create,destroy,3,3
learn,understand,8,8
explain,clarify,9,9
attend,join,7,7
unite,tie,7,7
collect,accumulate,9,9
cuddle,hug,9,9
seize,grasp,8,8
enter,participate,7,7
move,transplant,5,5
drink,stir,3,3
hang,kill,4,4
ask,plead,7,7
evaluate,determine,7,7
decompose,deteriorate,8,8
steal,abduct,7,7
break,restore,3,3
obtain,receive,8,8
perceive,deceive,3,3
define,explain,8,8
hold,capture,7,7
detach,tear,7,7
preview,watch,4,4
lean,trim,8,8
stop,yield,7,7
chew,swallow,7,7
argue,yell,5,5
look,analyze,5,5
exchange,replace,7,7
smash,hit,8,8
hold,embrace,8,8
grind,dance,4,4
split,detach,7,7
buy,replace,3,3
snore,annoy,4,4
break,detach,7,7
play,show,5,5
punish,hurt,7,7
hate,regret,4,4
analyze,criticize,5,5
win,succeed,9,9
fly,flutter,7,7
walk,wander,8,8
glow,shine,8,8
scold,reprimand,9,9
dig,bury,7,7
exhale,inhale,8,8
lay,relax,7,7
depart,leave,9,9
forget,learn,4,4
toss,chuck,8,8
get,bring,7,7
help,please,3,3
slide,slither,7,7
refrain,keep,4,4
beat,fight,7,7
urge,desire,8,8
discourage,disappoint,5,5
soothe,hurt,2,2
fasten,snap,7,7
sink,fall,3,3
give,award,7,7
integrate,mix,7,7
kill,crush,7,7
accuse,prosecute,7,7
spread,gather,3,3
accomplish,overcome,8,8
touch,grab,7,7
grind,bump,3,3
shake,stir,8,8
pick,pluck,8,8
return,come,5,5
lift,push,4,4
squeeze,play,2,2
vanish,disappear,9,9
betray,deceive,8,8
persuade,convince,9,9
give,exchange,7,7
scare,shake,3,3
flip,turn,8,8
snap,crack,7,7
cheat,lose,3,3
see,acknowledge,5,5
return,retreat,5,5
cheat,lie,7,7
pop,snap,5,5
fall,catch,3,3
see,glance,7,7
excuse,rationalize,7,7
decrease,diminish,9,9
deny,object,5,5
freeze,thaw,3,3
conquer,defeat,9,9
discuss,debate,8,8
know,decide,4,4
snooze,nap,9,9
believe,doubt,3,3
walk,stand,5,5
acknowledge,know,7,7
draw,write,7,7
greet,introduce,5,5
overwhelm,overcome,7,7
refuse,deny,7,7
accuse,frame,5,5
croak,die,5,5
wait,call,3,3
play,practice,7,7
ascend,rise,9,9
poise,stand,4,4
hug,kiss,7,7
perceive,hear,5,5
rationalize,talk,3,3
say,repeat,7,7
stop,retain,3,3
run,sweat,3,3
flutter,move,5,5
engage,start,7,7
recommend,advise,9,9
delay,start,3,3
give,pay,7,7
amaze,surprise,8,8
glide,soar,8,8
melt,boil,7,7
spend,buy,7,7
dislike,despise,8,8
break,fix,3,3
give,demand,3,3
polish,rub,7,7
fail,succeed,2,2
conquer,beat,8,8
smother,cover,7,7
die,decay,5,5
assume,think,7,7
go,run,7,7
walk,run,7,7
walk,roam,8,8
wait,stand,4,4
preview,review,7,7
judge,accuse,4,4
understand,acknowledge,5,5
leave,wait,3,3
dance,flash,2,2
desire,want,9,9
convince,believe,7,7
run,move,7,7
humiliate,degrade,9,9
move,unload,4,4
take,abduct,7,7
accuse,lie,4,4
scramble,mix,7,7
multiply,reproduce,7,7
win,fail,2,2
insult,degrade,8,8
excuse,justify,7,7
hate,disgust,7,7
hit,hurt,7,7
succeed,excel,7,7
disappear,disintegrate,5,5
pay,raise,5,5
deny,stop,4,4
stand,sit,5,5
worry,think,4,4
exist,be,9,9
tire,tread,5,5
swim,tread,5,5
lay,sit,7,7
decompose,die,7,7
stay,sit,6,6
get,receive,8,8
urge,convince,7,7
reappear,see,3,3
drain,sink,7,7
deliver,arrive,6,6
think,suppose,8,8
discover,find,8,8
lift,raise,8,8
play,enjoy,7,7
incline,lean,8,8
climb,descend,5,5
smear,smudge,9,9
mix,combine,9,9
advise,talk,5,5
achieve,fail,3,3
obtain,take,7,7
assume,predict,7,7
punch,slap,8,8
attach,combine,7,7
walk,tread,7,7
learn,educate,7,7
pull,grab,8,8
ascend,fall,3,3
defend,attack,3,3
build,restore,5,5
forget,remind,4,4
correct,disprove,4,4
drink,sip,7,7
bound,jump,4,4
stare,watch,7,7
scramble,run,5,5
beat,pelt,7,7
judge,criticize,5,5
save,protect,8,8
run,avoid,3,3
join,belong,5,5
cast,throw,8,8
aid,help,9,9
beware,warn,7,7
tie,fasten,7,7
play,amuse,7,7
tell,renounce,3,3
disallow,allow,8,8
respect,adore,6,6
lick,bite,5,5
save,collect,5,5
announce,inform,8,8
bring,forget,3,3
drink,pour,4,4
steal,kidnap,5,5
strip,tease,2,2
bother,annoy,9,9
take,unload,3,3
alter,rearrange,8,8
vanish,disintegrate,7,7
stink,smell,7,7
yearn,strive,5,5
ask,receive,4,4
wiggle,dance,6,6
carry,deliver,7,7
repair,break,3,3
stop,interrupt,8,8
move,advance,8,8
limp,walk,5,5
disgust,offend,5,5
smother,kiss,4,4
break,escape,5,5
keep,stay,7,7
keep,take,5,5
admire,respect,8,8
slip,fall,7,7
release,press,3,3
participate,join,8,8
know,perceive,7,7
look,glare,7,7
rebel,yell,2,2
wiggle,tickle,4,4
refuse,agree,2,2
spring,fall,7,7
save,accumulate,7,7
count,add,7,7
hurt,betray,5,5
gain,obtain,8,8
produce,make,8,8
decline,advance,3,3
yield,wait,5,5
accumulate,grow,7,7
give,take,5,5
deny,regret,5,5
watch,observe,9,9
gain,achieve,8,8
hurt,slap,4,4
dismiss,release,7,7
perceive,see,8,8
assault,kill,7,7
follow,search,5,5
see,preview,7,7
reply,speak,6,6
suggest,talk,4,4
hate,glare,3,3
finish,graduate,7,7
stay,leave,2,2
calculate,compute,9,9
break,sprain,8,8
start,stop,4,4
broil,fry,8,8
cry,disappoint,3,3
fly,flap,4,4
elect,win,4,4
disappear,reappear,7,7
leave,avoid,5,5
preview,sneak,3,3
hunt,find,7,7
carry,haul,8,8
aim,strive,9,9
crave,desire,9,9
assault,fight,7,7
talk,sing,4,4
demolish,smash,8,8
say,do,4,4
forbid,permit,3,3
stab,kill,7,7
refuse,decline,9,9
disown,leave,4,4
usurp,take,5,5
know,comprehend,9,9
sing,dance,5,5
fight,defend,6,6
deal,barter,8,8
repress,hold,5,5
cough,swallow,4,4
scare,scream,4,4
give,deny,3,3
stop,ban,7,7
stop,refrain,8,8
acquire,ask,4,4
originate,discover,5,5
holler,scream,8,8
fight,argue,7,7
dump,throw,7,7
connect,attach,8,8
rub,pat,7,7
hurt,stab,5,5
allow,admit,6,6
know,define,5,5
choke,kill,7,7
wreck,smash,8,8
correct,prove,5,5
take,get,7,7
earn,make,7,7
bring,take,7,7
snuggle,cuddle,9,9
release,pardon,7,7
fill,pour,7,7
select,pick,9,9
select,choose,9,9
hunt,shoot,7,7
enjoy,hate,2,2
stand,kneel,5,5
judge,decide,7,7
use,abuse,4,4
kiss,embrace,7,7
beat,assault,7,7
bury,die,5,5
overpower,struggle,4,4
ban,forbid,9,9
forget,know,4,4
pinch,bite,5,5
stretch,reach,7,7
conquer,divide,3,3
hear,listen,8,8
drag,haul,7,7
spill,drink,4,4
ignore,neglect,8,8
avoid,neglect,7,7
wrap,foil,3,3
need,want,8,8
give,keep,3,3
imitate,mimic,9,9
prove,convince,7,7
keep,reserve,7,7
carry,lift,7,7
decrease,descend,5,5
write,compose,9,9
show,see,5,5
relax,sit,5,5
create,design,8,8
build,create,8,8
tear,sob,7,7
hurt,criticize,4,4
play,participate,7,7
kill,smash,5,5
do,accomplish,8,8
shake,wag,5,5
spill,splash,7,7
gather,meet,7,7
hold,cuddle,7,7
decrease,reduce,9,9
instruct,direct,8,8
advise,tell,7,7
divide,add,7,7
shine,glare,7,7
glide,float,8,8
rebel,fight,4,4
sit,jump,4,4
evaluate,think,7,7
move,crawl,7,7
comfort,help,5,5
weep,cry,9,9
recommend,help,5,5
speak,whisper,7,7
glow,burn,7,7
annihilate,destroy,9,9
erupt,blow,7,7
say,ask,6,6
ask,want,7,7
touch,rub,7,7
attract,like,7,7
excuse,pardon,9,9
attend,participate,7,7
disintegrate,deteriorate,8,8
hug,embrace,9,9
look,listen,4,4
capture,seize,9,9
complain,argue,6,6
hang,hold,7,7
inquire,ask,9,9
acknowledge,show,4,4
pinch,hurt,5,5
pause,wait,8,8
know,predict,4,4
defeat,overcome,9,9
shake,wiggle,7,7
take,borrow,7,7
trail,lead,5,5
hear,speak,4,4
use,borrow,4,4
vary,change,8,8
analyze,evaluate,8,8
run,roam,7,7
reach,get,7,7
lose,keep,3,3
argue,demand,4,4
crunch,smash,7,7
stir,mix,8,8
reach,grasp,8,8
reject,take,3,3
prefer,choose,8,8
push,tug,7,7
hit,kick,7,7
smear,spread,8,8
crash,demolish,5,5
gain,succeed,7,7
burn,cook,7,7
strive,excel,7,7
destroy,perish,4,4
remain,leave,4,4
tear,sew,3,3
engage,begin,7,7
descend,come,5,5
neglect,forget,6,6
believe,understand,7,7
stay,retain,7,7
become,succeed,4,4
understand,realize,7,7
make,build,8,8
erode,fade,7,7
laugh,chuck,4,4
touch,reach,5,5
cook,grill,7,7
look,watch,7,7
laugh,cry,5,5
yield,give,7,7
take,refuse,2,2
tell,explain,8,8
plead,beg,8,8
want,beg,4,4
participate,say,3,3
allow,permit,9,9
erupt,burst,8,8
capture,escape,3,3
beat,pounce,5,5
broil,boil,7,7
arrive,come,8,8
disown,forget,4,4
seize,stop,5,5
request,want,7,7
rush,hustle,8,8
admire,want,4,4
rescue,help,7,7
cry,worry,4,4
stop,repress,7,7
imagine,think,7,7
control,run,3,3
try,do,8,8
pull,tug,9,9
beat,win,8,8
add,subtract,7,7
overpower,dominate,8,8
swoon,fall,4,4
realize,acknowledge,7,7
beg,steal,4,4
flex,bend,9,9
mistreat,abuse,9,9
toil,sweat,5,5
lose,compete,4,4
see,visit,6,6
decline,fall,7,7
waste,save,2,2
worry,doubt,7,7
leave,stray,4,4
criticize,complain,7,7
show,tell,7,7
understand,know,8,8
attend,miss,3,3
decline,deny,5,5
bound,tie,7,7
avoid,dislike,5,5
climb,hike,7,7
fall,jump,6,6
like,prefer,7,7
laugh,ridicule,5,5
show,direct,5,5
stamp,collect,3,3
recommend,like,5,5
flee,run,8,8
lend,borrow,7,7
criticize,argue,5,5
smother,hug,5,5
obtain,steal,5,5
catch,receive,8,8
stare,glare,8,8
stir,fry,5,5
talk,explain,7,7
perceive,get,4,4
leave,walk,4,4
reappear,repeat,5,5
whip,hit,5,5
leave,release,7,7
rattle,shake,8,8
promise,swear,8,8
look,squint,6,6
drink,swallow,7,7
claim,say,7,7
decide,think,7,7
guess,assume,8,8
catch,hold,7,7
dismiss,leave,7,7
dash,run,7,7
remove,unload,7,7
request,demand,7,7
glide,slide,8,8
sew,mend,8,8
steer,drive,8,8
adjourn,dismiss,7,7
search,find,8,8
pray,ask,7,7
steal,poach,7,7
forget,dismiss,5,5
compose,decompose,3,3
drown,sink,6,6
search,hunt,7,7
finish,solve,7,7
amuse,laugh,7,7
remember,think,7,7
grow,learn,5,5
argue,prove,6,6
design,decorate,6,6
think,calculate,7,7
prohibit,refuse,7,7
retain,save,7,7
catch,throw,5,5
advise,teach,7,7
obtain,hold,4,4
whip,cook,3,3
sing,scream,5,5
dance,swing,5,5
despair,dismay,8,8
swing,hang,5,5
dismiss,push,4,4
hide,appear,2,2
spend,pay,8,8
walk,follow,4,4
change,remain,2,2
discourage,hate,4,4
hamper,hurt,3,3
persuade,beg,5,5
weave,spin,7,7
help,use,4,4
irritate,nag,7,7
restore,replace,5,5
help,concern,4,4
abduct,capture,8,8
crunch,destroy,4,4
stay,attend,7,7
set,prepare,6,6
struggle,hurt,4,4
pinch,grab,7,7
upset,offend,7,7
choose,predict,4,4
move,tend,3,3
strip,drag,3,3
find,disappear,2,2
break,deteriorate,7,7
travel,hike,7,7
yell,complain,5,5
restore,mend,8,8
excel,drive,3,3
live,perish,2,2
reel,pull,5,5
pinch,dash,7,7
offend,annoy,7,7
release,take,4,4
exchange,change,7,7
define,say,4,4
hear,repeat,4,4
scream,squeak,7,7
lower,kneel,3,3
waste,deteriorate,4,4
give,borrow,4,4
compose,originate,7,7
happen,appear,5,5
deliver,save,4,4
incline,suggest,2,2
call,reply,5,5
crunch,crush,7,7
cough,yawn,4,4
recycle,use,5,5
soothe,rub,4,4
punish,obey,3,3
capture,get,7,7
irritate,scratch,4,4
sneak,look,3,3
presume,suppose,9,9
beat,blend,5,5
tan,blush,5,5
examine,study,8,8
add,attach,7,7
punch,strike,8,8
deteriorate,dissolve,5,5
change,convince,3,3
reap,prosper,4,4
spank,whip,7,7
calculate,subtract,7,7
look,inquire,4,4
blame,forgive,3,3
accept,deliver,4,4
strive,survive,4,4
spring,fling,2,2
defend,kill,3,3
fly,cruise,4,4
let,forbid,3,3
breathe,sneeze,4,4
tend,fix,4,4
stop,warn,4,4
drive,veer,5,5
disown,neglect,7,7
explode,erode,3,3
stop,hurt,3,3
snatch,catch,7,7
hope,need,4,4
boil,freeze,4,4
destroy,seek,2,2
develop,begin,5,5
disintegrate,burn,5,5
walk,wiggle,4,4
holler,roar,7,7
teach,know,5,5
catch,obtain,7,7
smell,spoil,3,3
squint,stare,7,7
spell,define,4,4
choose,want,7,7
examine,observe,8,8
object,disagree,0 (not at all similar),0
hate,deceive,3,3
blame,ridicule,4,4
die,slay,7,7
deny,request,3,3
remind,say,4,4
operate,do,7,7
fail,miss,7,7
fold,wrap,7,7
charge,accuse,7,7
cough,sniff,5,5
enrage,upset,7,7
destroy,fix,2,2
annoy,tease,7,7
hate,reject,4,4
cry,punish,2,2
decrease,shrink,8,8
accept,recommend,3,3
flex,relax,5,5
shift,drive,5,5
disperse,sow,5,5
chew,grind,7,7
confuse,help,2,2
fight,abuse,5,5
give,decline,2,2
leave,join,2,2
scare,jump,4,4
blame,push,2,2
hang,fall,5,5
hang,fall,5,5
persuade,argue,7,7
hurt,kill,5,5
capture,chase,7,7
go,command,4,4
scramble,change,3,3
get,conquer,5,5
purchase,acquire,9,9
shove,kick,7,7
roam,search,6,6
evacuate,escape,7,7
embarrass,ridicule,5,5
keep,capture,7,7
treat,pounce,2,2
attach,join,8,8
touch,push,6,6
stop,freeze,7,7
justify,judge,6,6
lead,ask,2,2
taste,swallow,3,3
advance,achieve,5,5
humiliate,ridicule,8,8
ask,recall,3,3
ridicule,hate,4,4
remove,ban,7,7
live,move,4,4
analyze,define,5,5
move,scramble,5,5
confess,talk,4,4
freeze,burn,4,4
hope,rely,4,4
refuse,give,2,2
hang,condemn,4,4
throw,move,4,4
guess,choose,7,7
recycle,waste,4,4
spoil,toil,2,2
advise,warn,7,7
strike,miss,4,4
travel,come,4,4
fly,swim,4,4
cook,stew,7,7
beat,triumph,8,8
scream,scold,5,5
ride,run,5,5
ridicule,bother,3,3
insult,rip,2,2
adjourn,judge,3,3
lift,tow,4,4
have,acquire,8,8
rob,give,2,2
determine,set,6,6
pinch,prick,7,7
grow,increase,8,8
become,seem,5,5
bother,ignore,3,3
go,drive,7,7
bother,frustrate,8,8
aim,hit,5,5
change,stay,2,2
suck,sip,7,7
weave,move,4,4
refrain,repress,7,7
shift,turn,6,6
lay,incline,4,4
describe,say,7,7
try,think,4,4
remain,retain,7,7
wash,wear,3,3
lie,pretend,7,7
suggest,inquire,4,4
sprinkle,dash,7,7
rip,destroy,7,7
direct,help,3,3
speak,suggest,4,4
inform,instruct,7,7
teach,punish,3,3
connect,touch,7,7
go,disperse,5,5
fix,set,5,5
erode,spoil,6,6
wiggle,jerk,6,6
drip,fall,5,5
ache,soothe,3,3
detach,release,8,8
spare,strike,4,4
affect,hurt,5,5
control,barter,2,2
laugh,entertain,5,5
smear,blend,5,5
scream,cry,7,7
result,happen,5,5
snap,crunch,7,7
disappear,shrink,4,4
express,explain,7,7
protect,keep,7,7
pounce,surprise,5,5
be,attend,4,4
prosecute,blame,5,5
acknowledge,respond,7,7
drive,desire,4,4
remove,loosen,5,5
lift,hold,5,5
set,lay,5,5
blame,hurt,4,4
control,capture,4,4
raise,rise,8,8
plead,convince,5,5
beat,mix,7,7
grab,squeeze,7,7
erode,decompose,7,7
beat,spank,8,8
vacate,evacuate,8,8
surprise,guess,4,4
foil,cover,5,5
look,read,5,5
smell,decompose,3,3
hurt,bump,4,4
drip,melt,5,5
leave,appear,3,3
please,entertain,2,2
enter,escape,3,3
overpower,conquer,8,8
overcome,go,3,3
go,sneak,5,5
doze,snore,4,4
squeal,hurt,3,3
persuade,sway,8,8
shoot,yell,3,3
swim,splash,5,5
disappear,erode,4,4
charge,go,3,3
release,drain,4,4
leave,help,3,3
boil,bake,7,7
whistle,call,6,6
stain,bleach,4,4
organize,set,7,7
sing,play,5,5
give,treat,5,5
set,put,7,7
engage,wed,8,8
hold,bear,7,7
deny,excuse,6,6
pretend,suppose,5,5
wear,strain,2,2
protect,fight,6,6
warn,inform,7,7
acquire,find,7,7
swear,lie,5,5
release,loosen,7,7
stay,please,2,2
mimic,talk,4,4
glare,glance,5,5
neglect,reject,4,4
discover,analyze,5,5
portray,pretend,7,7
hatch,escape,3,3
repeat,understand,4,4
vanish,perish,5,5
help,ask,5,5
dislike,admire,2,2
persuade,suggest,7,7
grow,live,5,5
result,affect,4,4
attract,disgust,3,3
push,lean,4,4
disperse,move,5,5
allow,disprove,2,2
grab,obtain,7,7
follow,leave,3,3
toil,tear,2,2
advance,charge,5,5
allow,grant,8,8
find,scramble,2,2
pray,communicate,4,4
kill,mistreat,5,5
leave,float,2,2
acknowledge,notify,5,5
pinch,tickle,5,5
disintegrate,reduce,7,7
conquer,gain,7,7
offend,embarrass,5,5
create,become,4,4
command,control,8,8
search,inquire,7,7
rip,detach,7,7
need,get,4,4
collect,get,7,7
lift,pick,4,4
stop,spin,3,3
hate,insult,4,4
spray,sprinkle,8,8
preview,observe,4,4
fight,conquer,6,6
pop,stretch,2,2
catch,release,3,3
bounce,move,5,5
affect,touch,5,5
stop,walk,4,4
swim,flutter,4,4
retain,forget,2,2
please,like,3,3
kill,conquer,5,5
yell,warn,5,5
hurt,deceive,3,3
crush,demolish,7,7
go,vanish,7,7
destroy,slay,7,7
claim,lie,5,5
become,appear,5,5
talk,testify,5,5
stop,shun,4,4
gather,bring,7,7
go,sell,3,3
ask,talk,6,6
kill,demolish,6,6
vacate,evict,7,7
compose,design,7,7
spray,shoot,6,6
fix,update,6,6
ignore,ask,3,3
join,adjourn,4,4
send,disperse,7,7
testify,lie,3,3
correct,change,3,3
stop,accelerate,2,2
frame,freeze,2,2
crave,yearn,9,9
hitch,tie,7,7
stain,remove,2,2
practice,learn,7,7
like,imitate,7,7
drain,remove,7,7
ride,go,7,7
forget,attend,2,2
gather,take,5,5
sing,whistle,5,5
steer,move,5,5
save,gain,5,5
swing,push,4,4
retreat,move,4,4
shiver,freeze,7,7
fix,demolish,3,3
pretend,assume,7,7
delay,hesitate,7,7
take,lift,4,4
dive,drown,4,4
enter,return,7,7
spill,stain,5,5
get,reap,7,7
direct,go,5,5
accept,want,4,4
soak,stain,4,4
launch,set,4,4
tend,give,4,4
choke,tie,2,2
learn,acquire,8,8
pray,pounce,2,2
achieve,conquer,7,7
do,think,3,3
taste,touch,4,4
invent,produce,7,7
seem,believe,7,7
ask,respond,4,4
buzz,hum,7,7
put,transplant,4,4
descend,retreat,5,5
evacuate,go,4,4
toss,tumble,7,7
go,begin,8,8
breathe,choke,4,4
slap,kick,7,7
overcome,strive,5,5
upset,insult,4,4
collect,obtain,8,8
acknowledge,agree,5,5
blame,admit,4,4
visit,haunt,5,5
adjourn,go,5,5
smell,feel,4,4
rip,tug,7,7
veer,lean,5,5
fall,lay,5,5
perish,burn,4,4
bite,scratch,7,7
punch,stamp,3,3
start,run,5,5
lead,organize,5,5
keep,return,4,4
reach,obtain,7,7
stop,turn,4,4
look,yield,1,1
steal,grab,7,7
leave,meet,3,3
destroy,save,1,1
please,urge,4,4
renounce,degrade,4,4
subtract,multiply,8,8
steal,return,2,2
ignore,refuse,5,5
wake,awake,9,9
develop,invent,7,7
use,reduce,3,3
receive,achieve,4,4
burst,implode,7,7
separate,drift,4,4
sit,dance,3,3
disown,ignore,4,4
delay,hurry,2,2
pick,gather,7,7
weave,make,5,5
lift,evaluate,2,2
move,slither,4,4
awake,snore,2,2
renounce,repress,5,5
drift,fade,5,5
bring,send,7,7
meet,join,7,7
upset,discourage,6,6
worry,despair,7,7
gather,leave,2,2
finish,perish,3,3
need,strive,5,5
forgive,plead,3,3
drench,pour,7,7
perish,prosper,2,2
swim,run,5,5
reap,make,3,3
do,become,4,4
punish,renounce,2,2
lose,earn,3,3
boil,burn,6,6
observe,analyze,7,7
beg,implode,1,1
beat,overpower,8,8
introduce,acknowledge,5,5
offend,disturb,6,6
destroy,invent,2,2
grind,rub,6,6
hurt,humiliate,4,4
leave,skip,6,6
leave,ignore,5,5
hold,pull,5,5
command,instruct,9,9
yell,talk,5,5
flutter,kick,4,4
rinse,flush,7,7
smother,overwhelm,8,8
tow,haul,8,8
have,receive,7,7
tie,weave,4,4
see,travel,3,3
hamper,hold,5,5
inhale,smell,5,5
explain,spell,4,4
know,update,2,2
leave,disregard,7,7
inspect,observe,8,8
make,allow,4,4
deliver,stand,2,2
hug,pat,6,6
plow,hit,2,2
examine,analyze,9,9
reach,hold,5,5
stop,help,3,3
sing,chirp,7,7
believe,feel,5,5
notify,address,4,4
protect,kill,2,2
charge,evict,4,4
forgive,understand,5,5
help,depend,4,4
separate,attach,2,2
throw,use,4,4
calculate,solve,8,8
stay,fade,2,2
renounce,say,3,3
grasp,take,7,7
swing,fall,4,4
triumph,conquer,8,8
notify,announce,8,8
count,evaluate,7,7
take,reap,5,5
forget,overcome,4,4
amuse,amaze,5,5
fail,decline,7,7
know,suggest,3,3
move,remove,5,5
retain,obtain,5,5
show,look,7,7
speak,scream,5,5
refuse,forbid,7,7
seem,pretend,5,5
feel,express,4,4
operate,perform,8,8
degrade,hate,3,3
criticize,remark,5,5
tire,overwhelm,0 (not at all similar),0
visit,talk,4,4
burn,smother,4,4
destroy,deteriorate,7,7
beat,punish,7,7
drift,flow,7,7
attempt,go,5,5
kill,look,1,1
go,ascend,7,7
recruit,take,3,3
veer,avoid,7,7
mimic,look,3,3
squeal,lie,2,2
crash,fall,5,5
tow,take,4,4
elect,reject,3,3
tell,remark,8,8
punch,calculate,1,1
win,struggle,3,3
blame,excuse,4,4
deal,sell,7,7
understand,solve,5,5
allow,refuse,3,3
control,stop,5,5
acquire,steal,7,7
respond,say,7,7
disturb,wake,7,7
grab,tackle,7,7
haunt,remain,4,4
prove,solve,7,7
achieve,earn,7,7
retain,get,4,4
touch,pinch,7,7
bend,shake,4,4
hypnotize,remember,3,3
dismay,surprise,5,5
guess,suspect,8,8
flush,drain,5,5
stain,wash,4,4
supply,deny,3,3
join,marry,7,7
fight,toil,4,4
save,earn,4,4
demand,take,5,5
drink,suck,5,5
wander,lose,4,4
implode,crush,7,7
renounce,dislike,4,4
launch,send,7,7
spin,dance,7,7
tear,split,5,5
create,draw,7,7
tend,leave,4,4
