word,gpt-4_response,gpt4_rating
defeat,4,4.0
defeatism,2,2.0
defeatist,3,3.0
defect,3,3.0
defective,4,4.0
defend,4,4.0
defendant,2,2.0
defense,3,3.0
defensible,3,3.0
defensive,3,3.0
defiance,4,4.0
defiant,4,4.0
defibrillator,2,2.0
deficiency,3,3.0
deficient,3,3.0
deficit,2,2.0
define,3,3.0
definitely,2,2.0
definition,2,2.0
definitive,3,3.0
deflate,5,5.0
deflect,4,4.0
defog,5,5.0
deforest,4,4.0
deform,5,5.0
deformed,4,4.0
deformity,4,4.0
defraud,3,3.0
defrost,5,5.0
defy,4,4.0
degeneracy,3,3.0
degenerate,3,3.0
degeneration,3,3.0
degerm,4,4.0
deglaze,4,4.0
degradation,4,4.0
degrade,4,4.0
degraded,4,4.0
degrading,4,4.0
degrease,4,4.0
degree,2,2.0
dehorn,5,5.0
dehumanize,3,3.0
dehumidifier,3,3.0
dehumidify,3,3.0
dehydration,3,3.0
deign,2,2.0
deinstitutionalize,1 (not at all iconic),1.0
deject,3,3.0
dejected,4,4.0
delay,4,4.0
delayed,4,4.0
delectable,4,4.0
delegate,3,3.0
delete,4,4.0
deli,2,2.0
deliberate,3,3.0
deliberative,3,3.0
delicacy,4,4.0
delicate,4,4.0
delicatessen,2,2.0
delicious,4,4.0
delight,4,4.0
delighted,4,4.0
delightful,4,4.0
delightsome,4,4.0
delineate,3,3.0
delinquency,3,3.0
delinquent,3,3.0
delirious,5,5.0
delirium,4,4.0
deliver,3,3.0
deliverance,3,3.0
delivery,3,3.0
dell,4,4.0
delouse,4,4.0
delta,3,3.0
delude,3,3.0
deluge,4,4.0
delusion,3,3.0
delusional,3,3.0
delusive,3,3.0
deluxe,4,4.0
delve,4,4.0
demagnetize,3,3.0
demand,4,4.0
demanding,4,4.0
demeaning,4,4.0
demeanor,2,2.0
demented,4,4.0
dementia,3,3.0
demise,3,3.0
demo,3 (moderately iconic),3.0
democracy,2,2.0
democrat,2 (not very iconic),2.0
democratic,2 (slightly iconic),2.0
democratize,2 (slightly iconic),2.0
demolish,5,5.0
demolition,4,4.0
demon,4,4.0
demonic,4,4.0
demonstrate,3,3.0
demoralize,4,4.0
demote,3,3.0
demystify,4,4.0
den,3,3.0
denationalize,2 (slightly iconic),2.0
deniability,2,2.0
deniable,2,2.0
denial,2 (slightly iconic),2.0
denigrate,2,2.0
denim,2,2.0
denominational,2,2.0
denounce,3,3.0
dense,4,4.0
density,3,3.0
dent,5,5.0
dental,4,4.0
dentist,3,3.0
denture,3,3.0
denude,3,3.0
deny,3,3.0
deodorant,2,2.0
depart,4,4.0
departed,4,4.0
department,2,2.0
departure,3,3.0
depend,3,3.0
dependable,4,4.0
dependence,3,3.0
dependency,3,3.0
depersonalization,2,2.0
depersonalize,2,2.0
depict,3,3.0
deplete,3,3.0
deplorable,3,3.0
deplore,3,3.0
deploy,3,3.0
deport,3,3.0
deportation,3,3.0
deposit,3,3.0
deposition,3,3.0
depot,2,2.0
deprave,3,3.0
depraved,4,4.0
depravity,4,4.0
deprecate,2,2.0
depreciable,2,2.0
depreciate,3,3.0
depress,4,4.0
depressed,4,4.0
depressing,4,4.0
depression,4,4.0
depressive,4,4.0
depressurize,3,3.0
deprivation,3,3.0
deprive,3,3.0
depth,4,4.0
deputy,3,3.0
deride,3,3.0
derivative,2 (slightly iconic),2.0
derive,2,2.0
derogative,2 (slightly iconic),2.0
derogatory,3,3.0
desalt,4,4.0
descale,4,4.0
descend,4,4.0
descent,4,4.0
describe,2,2.0
description,2,2.0
descriptive,3,3.0
desecrate,3,3.0
desert,3,3.0
deserve,3,3.0
deserved,3,3.0
deservedly,3,3.0
deserving,3,3.0
desiccate,3,3.0
design,3,3.0
designate,3,3.0
designed,3,3.0
designer,2,2.0
designing,3,3.0
desirable,3,3.0
desire,3,3.0
desired,3,3.0
desirous,4,4.0
desk,2,2.0
desolate,4,4.0
desolation,5,5.0
despair,4,4.0
despairing,4,4.0
desperate,4,4.0
desperation,4,4.0
despicable,5,5.0
despise,4,4.0
despite,2,2.0
despoil,3,3.0
despondency,4,4.0
despondent,4,4.0
dessert,3,3.0
destabilize,3,3.0
destination,3,3.0
destiny,3,3.0
destitute,3,3.0
destroy,4,4.0
destroyer,4,4.0
destruct,4,4.0
destruction,4,4.0
destructive,4,4.0
detach,4,4.0
detached,4,4.0
detail,3,3.0
detailed,3,3.0
detain,3,3.0
detect,3,3.0
detection,3,3.0
detective,3,3.0
detector,3,3.0
detention,3,3.0
deter,3,3.0
detergent,3,3.0
deteriorate,4,4.0
deterioration,4,4.0
determinable,2,2.0
determinate,3,3.0
determination,3,3.0
determinative,2,2.0
determine,2,2.0
determined,3,3.0
determinism,2,2.0
deterrent,3,3.0
detest,4,4.0
detestable,4,4.0
detonate,5,5.0
detonation,5,5.0
detonator,4,4.0
detour,4,4.0
detract,3,3.0
detriment,2,2.0
detrimental,3,3.0
deuce,3,3.0
devastate,4,4.0
devastating,4,4.0
devastation,4,4.0
develop,3,3.0
developer,2,2.0
development,3,3.0
deviance,3,3.0
deviant,4,4.0
device,3,3.0
devil,3,3.0
devilish,5,5.0
devious,4,4.0
devise,3,3.0
devocalize,4,4.0
devoid,3,3.0
devote,3,3.0
devoted,3,3.0
devotion,3,3.0
devotional,3,3.0
devour,5,5.0
devout,3,3.0
dew,4,4.0
deworm,4,4.0
dewy,5,5.0
dexterity,3,3.0
diabetes,2,2.0
diabetic,2,2.0
diabolic,4,4.0
diagnose,3,3.0
diagram,2,2.0
dial,4,4.0
dialect,2,2.0
dialogue,2,2.0
dialysis,2 (slightly iconic),2.0
diameter,2,2.0
diamond,3,3.0
diaper,3,3.0
diarrhea,5,5.0
diary,2,2.0
dice,3,3.0
dick,3 (moderately iconic),3.0
dicker,2 (slightly iconic),2.0
dictate,3,3.0
dictation,3,3.0
dictator,3,3.0
dictatorship,3,3.0
diction,2,2.0
dictionary,2,2.0
did,2,2.0
die,3,3.0
diesel,3,3.0
diet,3,3.0
dietary,3,3.0
differ,3,3.0
difference,2,2.0
different,2,2.0
differentiate,2,2.0
difficult,3,3.0
difficulty,3,3.0
diffuse,4,4.0
diffusive,4,4.0
dig,5,5.0
digest,4,4.0
digger,4,4.0
digit,3,3.0
digital,3,3.0
dignified,3,3.0
dignify,3,3.0
dignity,3,3.0
digression,2,2.0
digressive,3,3.0
dilate,4,4.0
dildo,3 (moderately iconic),3.0
dilemma,2,2.0
diligence,2,2.0
diligent,2,2.0
dilute,4,4.0
dim,5,5.0
dime,2,2.0
dimension,3,3.0
diminish,4,4.0
dimple,4,4.0
dine,4,4.0
diner,3,3.0
ding,6,6.0
dinghy,4,4.0
dingo,4,4.0
dingy,5,5.0
dink,3,3.0
dinner,2,2.0
dinosaur,4,4.0
dioxide,2 (slightly iconic),2.0
dip,5,5.0
diploma,2,2.0
diplomacy,2,2.0
diplomat,2,2.0
diplomatic,2,2.0
dipper,4,4.0
dire,3,3.0
direct,4,4.0
directed,3,3.0
direction,3,3.0
directive,3,3.0
director,2,2.0
directory,2,2.0
direful,5,5.0
dirt,4,4.0
dirty,5,5.0
disability,3,3.0
disable,3,3.0
disabled,3,3.0
disabuse,2,2.0
disaccustom,2,2.0
disadvantage,3,3.0
disadvantageous,2,2.0
disaffected,2,2.0
disaffection,3,3.0
disaffiliate,2,2.0
disagree,3,3.0
disagreeable,3,3.0
disagreement,3,3.0
disallow,3,3.0
disappear,4,4.0
disappearance,3,3.0
disappoint,4,4.0
disappointed,4,4.0
disappointing,3,3.0
disappointment,4,4.0
disapproval,3,3.0
disapprove,3,3.0
disarm,4,4.0
disarray,4,4.0
disarticulate,3,3.0
disassemble,4,4.0
disassociate,3,3.0
disaster,3,3.0
disastrous,4,4.0
disbelief,3,3.0
disbelieve,3,3.0
disburse,2,2.0
disc,3,3.0
discard,4,4.0
discern,2,2.0
discernible,3,3.0
discerning,3,3.0
discernment,2,2.0
discharge,5,5.0
disciplinary,2,2.0
discipline,3,3.0
disciplined,3,3.0
disclaim,3,3.0
disclose,3,3.0
disco,4,4.0
discombobulate,4,4.0
discomfort,4,4.0
discompose,3,3.0
disconcert,3,3.0
disconcerted,3,3.0
disconcerting,3,3.0
disconfirm,3,3.0
disconnect,4,4.0
disconnected,4,4.0
discontent,4,4.0
discontinue,3,3.0
discord,4,4.0
discordance,4,4.0
discount,2,2.0
discourage,3,3.0
discourse,2,2.0
discourteous,3,3.0
discover,3,3.0
discovery,3,3.0
discredit,3,3.0
discreet,3,3.0
discrepancy,2,2.0
discrepant,2,2.0
discrete,2 (slightly iconic),2.0
discretion,2,2.0
discretional,2,2.0
discriminate,3,3.0
discriminating,2,2.0
discrimination,2,2.0
discriminative,2,2.0
discriminatory,2,2.0
discuss,3,3.0
discussion,3,3.0
disdain,3,3.0
disdainful,4,4.0
disease,3,3.0
diseased,4,4.0
disembody,4,4.0
disenchant,4,4.0
disenfranchise,2,2.0
disengage,3,3.0
disentangle,4,4.0
disestablish,2,2.0
disfigure,5,5.0
disgorge,5,5.0
disgrace,4,4.0
disgraceful,4,4.0
disgruntle,4,4.0
disgruntled,5,5.0
disguise,4,4.0
disgust,5,5.0
disgustful,5,5.0
disgusting,5,5.0
dish,3,3.0
dishearten,4,4.0
dishonest,3,3.0
dishonesty,2,2.0
dishonor,3,3.0
dishonorable,3,3.0
dishwater,4,4.0
disillusion,3,3.0
disimpassioned,3,3.0
disinclination,2,2.0
disinclined,3,3.0
disinherit,3,3.0
disintegrate,4,4.0
disinterest,3,3.0
disinterested,2,2.0
disjointed,4,4.0
disjunction,2,2.0
disk,3,3.0
dislike,3,3.0
dislocate,4,4.0
dislodge,4,4.0
disloyal,3,3.0
disloyalty,3,3.0
dismal,4,4.0
dismantle,4,4.0
dismay,4,4.0
dismember,4,4.0
dismiss,3,3.0
dismissal,3,3.0
dismissive,4,4.0
dismount,4,4.0
disobedience,3,3.0
disobey,3,3.0
disorder,4,4.0
disorderly,4,4.0
disorientate,3,3.0
disoriented,3,3.0
disown,4,4.0
disparage,3,3.0
disparaging,3,3.0
disparity,2,2.0
dispassion,3,3.0
dispassionate,3,3.0
dispatch,3,3.0
dispensation,2,2.0
dispense,3,3.0
disperse,4,4.0
dispersive,3,3.0
dispirit,3,3.0
dispirited,4,4.0
displace,4,4.0
displacement,3,3.0
display,3,3.0
displayed,3,3.0
displease,4,4.0
displeasure,4,4.0
dispose,4,4.0
dispossess,3,3.0
dispraise,3,3.0
disprove,3,3.0
disputable,3,3.0
dispute,3,3.0
disqualify,3,3.0
disquiet,4,4.0
disquieting,4,4.0
disregard,3,3.0
disreputable,3,3.0
disrepute,3,3.0
disrespect,4,4.0
disrespectable,3,3.0
disrespectful,3,3.0
disrobe,4,4.0
disrupt,4,4.0
disruption,4,4.0
disruptive,4,4.0
dissatisfied,3,3.0
dissatisfy,4,4.0
dissection,4,4.0
dissent,3,3.0
dissertation,2,2.0
disservice,3,3.0
dissimilation,2,2.0
dissipate,4,4.0
dissociate,3,3.0
dissolution,3,3.0
dissolve,4,4.0
dissonance,5,5.0
distance,3,3.0
distant,4,4.0
distaste,4,4.0
distasteful,4,4.0
distemper,3,3.0
distend,4,4.0
distill,4,4.0
distilled,3,3.0
distinct,3,3.0
distinction,2,2.0
distinctive,3,3.0
distinguish,3,3.0
distinguished,3,3.0
distinguishing,3,3.0
distort,4,4.0
distorted,4,4.0
distortion,4,4.0
distract,4,4.0
distracted,4,4.0
distractive,4,4.0
distraught,4,4.0
distress,4,4.0
distressed,4,4.0
distressful,4,4.0
distribute,3,3.0
distribution,2,2.0
district,2,2.0
distrust,4,4.0
distrustful,3,3.0
disturb,4,4.0
disturbance,4,4.0
disturbed,4,4.0
disturbing,4,4.0
ditch,5,5.0
ditsy,4,4.0
ditto,3,3.0
ditty,4,4.0
diva,4,4.0
dive,5,5.0
diver,4,4.0
diverge,4,4.0
divers,3,3.0
diverse,3,3.0
diversify,3,3.0
diversion,3,3.0
diversionary,3,3.0
diversity,3,3.0
divert,3,3.0
divest,3,3.0
divide,4,4.0
divided,4,4.0
dividend,2,2.0
divider,4,4.0
divine,3,3.0
divinity,3,3.0
divisibility,2,2.0
divisible,3,3.0
division,3,3.0
divorce,3,3.0
divulge,3,3.0
divulgence,2,2.0
divvy,4,4.0
dizzy,5,5.0
do,2,2.0
doc,3,3.0
docile,4,4.0
dock,4,4.0
doctor,3,3.0
doctrine,2,2.0
document,2,2.0
documentary,2,2.0
documentation,2,2.0
dodge,5,5.0
dodger,4,4.0
dodo,5,5.0
doe,3,3.0
doer,4,4.0
does,2,2.0
dog,3,3.0
doggy,5,5.0
doghouse,4,4.0
dogma,2 (slightly iconic),2.0
dogsled,4,4.0
doing,3,3.0
doleful,4,4.0
doll,4,4.0
dollar,2,2.0
dolly,4,4.0
dolphin,3,3.0
domain,2,2.0
dome,4,4.0
domestic,3,3.0
domesticate,3,3.0
dominance,3,3.0
dominant,3,3.0
dominate,4,4.0
domination,3,3.0
dominion,3,3.0
domino,3,3.0
don,2,2.0
donate,3,3.0
donation,2,2.0
done,3,3.0
dong,4,4.0
donkey,4,4.0
donor,2,2.0
donut,3,3.0
doodle,5,5.0
doom,6,6.0
door,3,3.0
doorbell,4,4.0
doorknob,4,4.0
doorman,4,4.0
doormat,4,4.0
doorstep,3,3.0
doorway,4,4.0
dope,4,4.0
dorm,3,3.0
dormancy,3,3.0
dormant,3,3.0
dormitory,3,3.0
dosage,3,3.0
dose,3,3.0
dot,5,5.0
dotted,4,4.0
double,3,3.0
doubt,3,3.0
doubtful,3,3.0
doubtless,3,3.0
douche,4,4.0
dough,4,4.0
doughnut,3,3.0
douse,4,4.0
dove,4,4.0
down,4,4.0
downer,5,5.0
downfall,4,4.0
downgrade,4,4.0
downpour,5,5.0
downward,4,4.0
downy,5,5.0
doze,5,5.0
dozen,2,2.0
dozy,5,5.0
drab,5,5.0
draft,4,4.0
drafting,4,4.0
drag,5,5.0
dragging,5,5.0
dragon,4,4.0
dragonfly,4,4.0
drain,5,5.0
drainage,4,4.0
drainpipe,4,4.0
drama,3,3.0
dramatic,4,4.0
dramatize,4,4.0
drank,3,3.0
drape,4,4.0
drastic,4,4.0
draw,4,4.0
drawback,3,3.0
drawbridge,4,4.0
drawer,3,3.0
drawing,4,4.0
drawl,6,6.0
drawn,4,4.0
dread,5,5.0
dreadful,5,5.0
dreadfully,4,4.0
dream,4,4.0
dreamer,4,4.0
dreamless,4,4.0
dreamt,4,4.0
dreamy,5,5.0
dreary,5,5.0
dredge,4,4.0
dreidel,4 (moderately iconic),4.0
drench,5,5.0
dress,3,3.0
dresser,3,3.0
dribble,5,5.0
drift,5,5.0
drifter,4,4.0
driftwood,4,4.0
drill,5,5.0
drilling,5,5.0
drink,4,4.0
drinkable,4,4.0
drinker,4,4.0
drinking,4,4.0
drip,6,6.0
dripping,6,6.0
drive,4,4.0
driven,4,4.0
driver,3,3.0
driveway,4,4.0
driving,4,4.0
drizzle,6,6.0
droll,3,3.0
drone,5,5.0
drool,6,6.0
droop,6,6.0
drop,5,5.0
droplet,5,5.0
dropout,4,4.0
dropping,5,5.0
drought,4,4.0
drove,3,3.0
drown,5,5.0
drowse,5,5.0
drowsy,5,5.0
drudge,5,5.0
drug,4,4.0
drugstore,3,3.0
drum,5,5.0
drummer,4,4.0
drumstick,5,5.0
drunk,4,4.0
drunkard,4,4.0
drunken,4,4.0
dry,5,5.0
dryer,4,4.0
drying,4,4.0
dual,3,3.0
dub,3,3.0
dubious,3,3.0
duchess,2,2.0
duck,4,4.0
duckling,4,4.0
ducky,4,4.0
duct,3,3.0
dud,4,4.0
dude,3,3.0
due,2,2.0
duel,4,4.0
duet,4,4.0
duffel,3,3.0
duh,6,6.0
duke,2,2.0
dull,5,5.0
duly,2,2.0
dumb,4,4.0
dummy,5,5.0
dump,5,5.0
dumpling,4,4.0
dumpster,4,4.0
dumpy,5,5.0
dunce,4,4.0
dune,4,4.0
dung,4,4.0
dungeon,5,5.0
dunk,6,6.0
duo,4,4.0
dupe,3,3.0
duplicitous,3,3.0
durable,3,3.0
duration,3,3.0
duress,3,3.0
during,2,2.0
dusk,5,5.0
dust,4,4.0
duster,4,4.0
dusting,4,4.0
dustpan,4,4.0
dusty,5,5.0
dutiful,3,3.0
duty,2,2.0
dwarf,4,4.0
dwell,4,4.0
dwelling,4,4.0
dwindle,5,5.0
dye,3,3.0
dying,4,4.0
dynamic,3,3.0
dynamism,3,3.0
dynamite,4,4.0
dynasty,2,2.0
dysentery,2,2.0
dysfunction,3,3.0
dysfunctional,3,3.0
each,2,2.0
eager,3,3.0
eagle,3,3.0
ear,3,3.0
eardrum,4,4.0
earful,4,4.0
earl,2,2.0
early,3,3.0
earn,3,3.0
earnest,3,3.0
earnings,3,3.0
earphone,4,4.0
earpiece,4,4.0
earplug,4,4.0
earth,4,4.0
earthbound,4,4.0
earthling,4,4.0
earthly,4,4.0
earthquake,5,5.0
earthworm,4,4.0
earthy,5,5.0
earwax,4,4.0
ease,5,5.0
easeful,4,4.0
easel,3,3.0
easier,3,3.0
easily,3,3.0
east,3,3.0
eastbound,4,4.0
eastern,3,3.0
easy,4,4.0
eat,4,4.0
eaten,3,3.0
eating,4,4.0
eavesdrop,4,4.0
ebony,3,3.0
eccentric,3,3.0
echo,6,6.0
eclipse,4,4.0
economic,2,2.0
economical,2,2.0
economics,2,2.0
economist,2,2.0
economize,2,2.0
economy,2,2.0
ecosystem,3,3.0
ecstasy,4,4.0
ecstatic,4,4.0
edge,5,5.0
edging,4,4.0
edgy,5,5.0
edible,3,3.0
edification,2,2.0
edit,3,3.0
edition,2,2.0
editor,2,2.0
educate,2,2.0
education,2,2.0
educational,2,2.0
educator,2,2.0
eel,5,5.0
eerie,5,5.0
effect,2,2.0
effective,3,3.0
effectual,3,3.0
efficiency,3,3.0
efficient,3,3.0
effort,3,3.0
effortless,4,4.0
effusive,3,3.0
egg,3,3.0
eggplant,4,4.0
eggshell,4,4.0
ego,3,3.0
egoism,3,3.0
egoistic,3,3.0
egotistic,3,3.0
egregious,2,2.0
eh,4,4.0
eight,2,2.0
eighty,2,2.0
either,2,2.0
ejaculate,4,4.0
ejaculation,4,4.0
eject,5,5.0
ejection,4,4.0
elaborate,3,3.0
elastic,5,5.0
elasticity,4,4.0
elate,3,3.0
elated,3,3.0
elbow,4,4.0
elder,3,3.0
eldest,3,3.0
elect,2,2.0
election,2,2.0
elective,2,2.0
electoral,2,2.0
electric,4,4.0
electrician,3,3.0
electrify,5,5.0
electrocute,5,5.0
electrode,3,3.0
electrolyte,3,3.0
electromagnet,3,3.0
electron,3,3.0
electronic,3,3.0
electronics,2,2.0
elegance,4,4.0
elegant,4,4.0
element,3,3.0
elemental,4,4.0
elementary,3,3.0
elephant,3,3.0
elevate,4,4.0
elevation,4,4.0
elevator,3,3.0
eleven,2,2.0
elf,4,4.0
elfish,4,4.0
elicit,2,2.0
eligible,2,2.0
eliminate,3,3.0
elite,3,3.0
elitism,2,2.0
elk,3,3.0
elm,3,3.0
elope,3,3.0
eloquence,3,3.0
eloquent,3,3.0
else,2,2.0
elude,3,3.0
elusive,4,4.0
email,3,3.0
emancipate,2,2.0
emancipation,3,3.0
embark,3,3.0
embarrass,3,3.0
embarrassment,3,3.0
embassy,2,2.0
embellish,3,3.0
embezzle,2,2.0
embitter,4,4.0
emblem,3,3.0
embody,3,3.0
embolden,4,4.0
embolism,2,2.0
embrace,4,4.0
embroider,3,3.0
embroidery,3,3.0
embryo,3,3.0
emerald,4,4.0
emerge,4,4.0
emergency,3,3.0
emergent,3,3.0
emotion,3,3.0
emotional,4,4.0
emotionalist,2,2.0
emotionalize,3,3.0
empathetic,3,3.0
empathize,3,3.0
empathy,3,3.0
emperor,2,2.0
emphasize,3,3.0
emphatic,4,4.0
emphysema,2,2.0
empire,3,3.0
empirical,2,2.0
employ,2,2.0
employable,2,2.0
employee,2,2.0
employer,2,2.0
employment,2,2.0
empress,3,3.0
empty,4,4.0
emu,3,3.0
emulate,2,2.0
emulsify,3,3.0
enable,2,2.0
enamel,3,3.0
enchant,4,4.0
enchanter,4,4.0
enchanting,4,4.0
enchantment,4,4.0
enchilada,3,3.0
encircle,4,4.0
enclose,4,4.0
encompass,3,3.0
encore,3,3.0
encounter,3,3.0
encourage,3,3.0
encouragement,3,3.0
encrust,5,5.0
encyclopedia,2,2.0
end,3,3.0
endanger,4,4.0
endear,4,4.0
endearing,4,4.0
endearment,3,3.0
endeavor,3,3.0
ending,4,4.0
endless,4,4.0
endorse,2,2.0
endorsement,2,2.0
endow,3,3.0
endowment,2,2.0
endurable,3,3.0
endurance,4,4.0
endure,4,4.0
enduring,4,4.0
enema,3,3.0
enemy,3,3.0
energetic,4,4.0
energize,4,4.0
energy,4,4.0
enforce,3,3.0
engage,3,3.0
engaged,3,3.0
engagement,2,2.0
engaging,4,4.0
engender,2,2.0
engine,3,3.0
engineer,2 (slightly iconic),2.0
England,2,2.0
English,2,2.0
engrave,4,4.0
engross,3,3.0
enhance,3,3.0
enigma,3,3.0
enigmatic,3,3.0
enjoy,4,4.0
enjoyable,4,4.0
enjoyment,3,3.0
enlarge,4,4.0
enlighten,4,4.0
enlightenment,4,4.0
enlist,3,3.0
enliven,4,4.0
enormous,4,4.0
enough,2,2.0
enrage,5,5.0
enrich,4,4.0
enroll,3,3.0
ensemble,3,3.0
enslave,3,3.0
ensue,2 (slightly iconic),2.0
ensure,2,2.0
entail,3,3.0
entangle,5,5.0
enter,3,3.0
enterprise,3,3.0
enterprising,3,3.0
entertain,3,3.0
entertainer,4,4.0
entertaining,4,4.0
entertainment,3,3.0
enthrall,4,4.0
enthuse,4,4.0
enthusiasm,3,3.0
enthusiast,3,3.0
enthusiastic,3,3.0
entice,4,4.0
enticement,3,3.0
entire,3,3.0
entirely,3,3.0
entitle,3,3.0
entitlement,2,2.0
entity,2,2.0
entourage,2,2.0
entrails,4,4.0
entrance,3,3.0
entrancing,4,4.0
entrapment,4,4.0
entrepreneur,2,2.0
entrust,3,3.0
entry,3,3.0
entwine,5,5.0
envelope,2,2.0
enviable,3,3.0
envious,3,3.0
environment,3,3.0
envoy,2,2.0
envy,3,3.0
enzyme,3,3.0
epic,4,4.0
epidemic,3,3.0
epidermis,2,2.0
epidural,2,2.0
epilepsy,2,2.0
epileptic,2,2.0
epilogue,2,2.0
epiphany,3,3.0
episode,2,2.0
epitome,2,2.0
epitomize,2,2.0
equal,3,3.0
equality,3,3.0
equalize,3,3.0
equally,2,2.0
equate,3,3.0
equilateral,2,2.0
equilibrium,3,3.0
equip,3,3.0
equipment,2,2.0
equity,2,2.0
equivocal,3,3.0
era,2,2.0
eradicate,4,4.0
erase,5,5.0
eraser,4,4.0
erect,5,5.0
erection,4,4.0
erode,4,4.0
erosion,4,4.0
erotic,4,4.0
erotica,3,3.0
err,4,4.0
errand,2,2.0
errant,3,3.0
erratic,5,5.0
erroneous,2,2.0
error,3,3.0
erupt,6,6.0
escalate,4,4.0
escalator,4,4.0
escape,4,4.0
escapism,3,3.0
escargot,3,3.0
escort,3,3.0
Eskimo,3 (moderately iconic),3.0
esophagus,3,3.0
esoteric,2,2.0
especially,2,2.0
espionage,2,2.0
espresso,4,4.0
esquire,2,2.0
essay,2,2.0
essence,3,3.0
essential,3,3.0
essentialism,2,2.0
establish,2,2.0
establishment,2,2.0
estate,2,2.0
esteem,2,2.0
estimate,2,2.0
estrange,3,3.0
estranged,3,3.0
etcetera,2,2.0
etch,5,5.0
eternal,3,3.0
eternalize,3,3.0
eternity,4,4.0
ethanol,3,3.0
ether,3,3.0
ethic,2,2.0
ethical,2,2.0
ethics,2,2.0
ethnic,2,2.0
ethnology,2,2.0
ethos,2 (slightly iconic),2.0
etiquette,2,2.0
eucalyptus,3,3.0
eugenic,2,2.0
eulogize,3,3.0
eulogy,2,2.0
euphemism,2,2.0
euphonic,4,4.0
euphoria,4,4.0
euphoric,4,4.0
eureka,4,4.0
Europe,2,2.0
European,2 (slightly iconic),2.0
euthanasia,2,2.0
evacuate,4,4.0
evade,4,4.0
evaluate,2,2.0
evangelicalism,2,2.0
evaporate,4,4.0
evasion,3,3.0
evasive,4,4.0
eve,2,2.0
even,2,2.0
evening,3,3.0
event,2,2.0
eventful,4,4.0
eventual,3,3.0
eventuality,3,3.0
eventually,2,2.0
ever,2,2.0
evergreen,4,4.0
every,2,2.0
everybody,3,3.0
everyday,3,3.0
everyone,2,2.0
everything,3,3.0
everywhere,4,4.0
evict,4,4.0
evidence,2,2.0
evident,3,3.0
evidential,3,3.0
evidently,3,3.0
evil,3,3.0
evocative,4,4.0
evolution,3,3.0
evolutionary,3,3.0
evolve,4,4.0
ex,2,2.0
exact,3,3.0
exacting,4,4.0
exactly,2,2.0
exaggerate,3,3.0
exaggerated,3,3.0
exaggeration,3,3.0
exaggerative,3,3.0
exalt,3,3.0
exam,2,2.0
examination,2,2.0
examine,3,3.0
example,2,2.0
exasperate,4,4.0
excavate,4,4.0
excavation,3,3.0
exceed,3,3.0
exceeding,4,4.0
excel,3,3.0
excellence,3,3.0
excellent,3,3.0
except,2,2.0
excepting,3,3.0
exception,2,2.0
exceptional,3,3.0
excess,4,4.0
exchange,3,3.0
excise,3,3.0
excite,4,4.0
excited,4,4.0
excitement,4,4.0
exciting,4,4.0
exclaim,4,4.0
exclamation,3,3.0
exclude,3,3.0
exclusion,3,3.0
exclusive,3,3.0
excommunicate,3,3.0
excrement,3,3.0
excrete,4,4.0
excretion,4,4.0
excruciating,5,5.0
excusatory,2,2.0
excuse,2,2.0
execute,3,3.0
execution,4,4.0
executioner,4,4.0
executive,2,2.0
exemplary,2,2.0
exemplify,2,2.0
exercise,4,4.0
exertion,3,3.0
exhale,5,5.0
exhaust,5,5.0
exhaustion,4,4.0
exhaustive,3,3.0
exhibit,3,3.0
exhilarate,4,4.0
exhilaration,4,4.0
exhilarative,4,4.0
exhume,3,3.0
exile,3,3.0
exist,2,2.0
existence,3,3.0
existential,2,2.0
existentialism,2,2.0
exit,4,4.0
exonerate,2,2.0
exorcise,4,4.0
exorcism,4,4.0
exorcist,4,4.0
exoskeleton,3 (moderately iconic),3.0
exotic,4,4.0
expand,4,4.0
expanded,4,4.0
expanse,4,4.0
expansion,3,3.0
expansionary,3,3.0
expansive,4,4.0
expect,2,2.0
expectancy,2,2.0
expectant,3,3.0
expectation,2,2.0
expedient,2,2.0
expedition,3,3.0
expel,4,4.0
expend,3,3.0
expendable,3,3.0
expense,2,2.0
expensive,3,3.0
experience,3,3.0
experienced,3,3.0
experiment,3,3.0
experimental,3,3.0
expert,3,3.0
expertise,2 (slightly iconic),2.0
expiration,3,3.0
expire,4,4.0
explain,3,3.0
explanation,2,2.0
explanatory,3,3.0
expletive,3,3.0
explicable,3,3.0
explicate,2,2.0
explode,6,6.0
exploit,3,3.0
exploitation,3,3.0
exploration,4,4.0
exploratory,4,4.0
explore,4,4.0
explorer,4,4.0
explosion,5,5.0
expo,2,2.0
exponent,2,2.0
exponential,3,3.0
export,3,3.0
expose,4,4.0
express,4,4.0
expression,3,3.0
Expressionism,2,2.0
expressivity,3,3.0
expressly,3,3.0
expulsion,4,4.0
expunge,4,4.0
exquisite,3,3.0
extend,4,4.0
extended,4,4.0
extensible,3,3.0
extension,3,3.0
extensive,3,3.0
extent,2,2.0
exterior,3,3.0
exterminate,5,5.0
exterminator,4,4.0
externalism,2,2.0
extinct,4,4.0
extinction,4,4.0
extinguish,4,4.0
extinguisher,3,3.0
extol,2,2.0
extort,4,4.0
extortion,3,3.0
extra,3,3.0
extract,4,4.0
extradite,2,2.0
extradition,2 (slightly iconic),2.0
extraneous,3,3.0
extraterrestrial,3 (moderately iconic),3.0
extravagance,4,4.0
extravagant,3,3.0
extravaganza,4,4.0
