word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2,gpt-4_response,gpt4_rating,sm_human,sm_gpt
cast,She cast a spear.,She cast a stone.,True,Polysemy,spear,stone,M2_a_M2_b,V,3.2,3.0,0.2,15,0.941123948,0.166104376,0.054468334,0.242997159,M2_a,M2_b,3,3,0.03990800561417618,0.017212508137164906
cause,It was a worthy cause.,It was a main cause.,False,Polysemy,worthy,main,M1_a_M2_a,N,2.272727273,2.0,0.272727273,11,1.103712743,0.331558168,0.123266876,0.332781913,M1_a,M2_a,4,4,0.06805418173418021,0.0
cause,It was a worthy cause.,It was a primary cause.,False,Polysemy,worthy,primary,M1_a_M2_b,N,2.352941176,2.0,0.352941176,17,1.271867548,0.408631563,0.12228179,0.308473191,M1_a,M2_b,4,4,0.09589318116889423,0.1339745962155613
cause,It was a political cause.,It was a main cause.,False,Polysemy,political,main,M1_b_M2_a,N,2.5,2.5,0.0,12,1.087114613,0.297854483,0.101985812,0.313822957,M1_b,M2_a,3,3,0.06184715942933794,0.20943058495790512
cause,It was a political cause.,It was a primary cause.,False,Polysemy,political,primary,M1_b_M2_b,N,2.071428571,2.0,0.071428571,14,1.384768001,0.401752174,0.095640481,0.370094816,M1_b,M2_b,3,3,0.08351297649297451,0.26970325665977846
cause,It was a worthy cause.,It was a political cause.,True,Polysemy,worthy,political,M1_a_M1_b,N,3.461538462,4.0,0.538461538,13,0.877058019,0.155668616,0.081602454,0.243252128,M1_a,M1_b,3,3,0.039497893948660656,0.20943058495790512
cause,It was a main cause.,It was a primary cause.,True,Polysemy,main,primary,M2_a_M2_b,N,4.0,4.0,0.0,10,0.0,0.063994706,0.017945051,0.0,M2_a,M2_b,4,4,0.15760943782984072,0.1339745962155613
cell,It was a skin cell.,It was a prison cell.,False,Polysemy,skin,prison,M1_a_M2_a,N,0.2,0.0,0.2,10,0.421637021,0.370926499,0.16009587,0.133333333,M1_a,M2_a,2,2,0.13279177014872745,0.2127041783777831
cell,It was a skin cell.,It was a jail cell.,False,Polysemy,skin,jail,M1_a_M2_b,N,0.428571429,0.0,0.428571429,14,0.937614462,0.376195669,0.152398884,0.250588006,M1_a,M2_b,1,1,0.25466306590643106,0.2127041783777831
cell,It was a brain cell.,It was a prison cell.,False,Polysemy,brain,prison,M1_b_M2_a,N,0.272727273,0.0,0.272727273,11,0.646669791,0.429600775,0.125241637,0.194978278,M1_b,M2_a,2,2,0.20191300452432182,0.21826404002942845
cell,It was a brain cell.,It was a jail cell.,False,Polysemy,brain,jail,M1_b_M2_b,N,0.133333333,0.0,0.133333333,15,0.351865775,0.417385757,0.12647438,0.090851353,M1_b,M2_b,2,2,0.30217173750281245,0.21826404002942845
cell,It was a skin cell.,It was a brain cell.,True,Polysemy,skin,brain,M1_a_M1_b,N,3.947368421,4.0,0.052631579,19,0.229415734,0.169089794,0.058419585,0.052631579,M1_a,M1_b,3,3,0.12157755725492159,0.1383595631446709
cell,It was a prison cell.,It was a jail cell.,True,Polysemy,prison,jail,M2_a_M2_b,N,4.0,4.0,0.0,8,0.0,0.035871804,0.007160008,0.0,M2_a,M2_b,4,4,0.05715444430214611,0.0
charm,She had a devilish charm.,She had a gold charm.,False,Polysemy,devilish,gold,M1_a_M2_a,N,1.0,1.0,0.0,10,0.942809042,0.240996659,0.110680997,0.298142397,M1_a,M2_a,2,2,0.161125770634458,0.25738934276749426
charm,She had a devilish charm.,She had a good-luck charm.,False,Polysemy,devilish,good-luck,M1_a_M2_b,N,0.727272727,0.0,0.727272727,11,0.904534034,0.661765426,0.036620796,0.272727273,M1_a,M2_b,2,2,0.15012627775570353,0.10026458915756264
charm,She had a natural charm.,She had a gold charm.,False,Polysemy,natural,gold,M1_b_M2_a,N,0.588235294,0.0,0.588235294,17,0.71228712,0.244825065,0.154701471,0.172755002,M1_b,M2_a,2,2,0.08762254847912165,0.41905249806888745
charm,She had a natural charm.,She had a good-luck charm.,False,Polysemy,natural,good-luck,M1_b_M2_b,N,1.285714286,1.0,0.285714286,14,1.38278267,0.672413886,0.098940611,0.369564214,M1_b,M2_b,2,2,0.08728491213112755,0.24092788472341042
charm,She had a devilish charm.,She had a natural charm.,True,Polysemy,devilish,natural,M1_a_M1_b,N,3.846153846,4.0,0.153846154,13,0.554700196,0.062950611,0.057939589,0.153846154,M1_a,M1_b,3,3,0.048448750453827794,0.07964201338315557
charm,She had a gold charm.,She had a good-luck charm.,True,Polysemy,gold,good-luck,M2_a_M2_b,N,3.166666667,3.5,0.333333333,12,1.114640858,0.616652161,0.07942915,0.3217691,M2_a,M2_b,3,3,0.048449248286321245,0.06458565330651445
check,He checked the engine.,He checked the alibi.,False,Polysemy,engine,alibi,M1_a_M2_a,V,3.1,3.5,0.4,10,1.100504935,0.196067929,0.111678481,0.348010217,M1_a,M2_a,2,2,0.07697035209801562,0.09999999999999987
check,He checked the engine.,He checked the facts.,False,Polysemy,engine,facts,M1_a_M2_b,V,2.857142857,3.0,0.142857143,14,1.292412345,0.24142921,0.137530684,0.345411728,M1_a,M2_b,3,3,0.13910467761046807,0.10557280900008414
check,He checked the oven.,He checked the alibi.,False,Polysemy,oven,alibi,M1_b_M2_a,V,2.684210526,3.0,0.315789474,19,1.293257368,0.182829201,0.125203133,0.296693588,M1_b,M2_a,2,2,0.09055285396363077,0.11340735868838436
check,He checked the oven.,He checked the facts.,False,Polysemy,oven,facts,M1_b_M2_b,V,3.142857143,3.0,0.142857143,14,0.949262293,0.267269194,0.137405217,0.253701019,M1_b,M2_b,3,3,0.1778697558824538,0.12313322058752318
check,He checked the engine.,He checked the oven.,True,Polysemy,engine,oven,M1_a_M1_b,V,3.666666667,4.0,0.333333333,15,0.487950036,0.117293715,0.09573859,0.125988158,M1_a,M1_b,3,3,0.04850146832888025,0.02247478009232129
check,He checked the alibi.,He checked the facts.,True,Polysemy,alibi,facts,M2_a_M2_b,V,3.6,4.0,0.4,5,0.894427191,0.124973059,0.064044297,0.4,M2_a,M2_b,3,3,0.043928999990028195,0.049671109562589466
chicken,They liked the juicy chicken.,They liked the clucking chicken.,False,Polysemy,juicy,clucking,M1_a_M2_a,N,3.0,3.0,0.0,20,0.858395075,0.079601288,0.077332795,0.191942974,M1_a,M2_a,4,4,0.06549284696141999,0.07005350881134476
chicken,They liked the juicy chicken.,They liked the pet chicken.,False,Polysemy,juicy,pet,M1_a_M2_b,N,2.888888889,3.0,0.111111111,9,1.452966315,0.157398224,0.074458599,0.484322105,M1_a,M2_b,3,3,0.10614624642351544,0.058721742089714035
chicken,They liked the roasted chicken.,They liked the clucking chicken.,False,Polysemy,roasted,clucking,M1_b_M2_a,N,3.555555556,4.0,0.444444444,9,0.527046277,0.150800705,0.093166828,0.175682092,M1_b,M2_a,3,3,0.08434334789641651,0.057836939337615245
chicken,They liked the roasted chicken.,They liked the pet chicken.,False,Polysemy,roasted,pet,M1_b_M2_b,N,3.571428571,4.0,0.428571429,7,0.534522484,0.202583611,0.074374795,0.202030509,M1_b,M2_b,2,2,0.11828355512448463,0.057531820878436
chicken,They liked the juicy chicken.,They liked the roasted chicken.,True,Polysemy,juicy,roasted,M1_a_M1_b,N,4.0,4.0,0.0,16,0.0,0.094624102,0.029318571,0.0,M1_a,M1_b,4 (same meaning),4,0.020715996403676717,0.017453028743847798
chicken,They liked the clucking chicken.,They liked the pet chicken.,True,Polysemy,clucking,pet,M2_a_M2_b,N,3.5625,4.0,0.4375,16,1.093541647,0.13973552,0.06022501,0.273385412,M2_a,M2_b,3,3,0.027628179935771602,0.027678069455245424
class,It was a perceptive class.,It was a boring class.,False,Polysemy,perceptive,boring,M1_a_M2_a,N,3.545454545,4.0,0.454545455,11,0.820199532,0.092052758,0.0994699,0.247299464,M1_a,M2_a,4 (same meaning),4,0.02976849279831395,0.04285737512254817
class,It was a perceptive class.,It was a stimulating class.,False,Polysemy,perceptive,stimulating,M1_a_M2_b,N,3.583333333,4.0,0.416666667,12,0.900336637,0.078946948,0.072611749,0.2599048,M1_a,M2_b,4,4,0.04238818216593376,0.03150400304181378
class,It was a misbehaving class.,It was a boring class.,False,Polysemy,misbehaving,boring,M1_b_M2_a,N,2.9375,3.0,0.0625,16,1.062622542,0.148044109,0.044291019,0.265655635,M1_b,M2_a,3,3,0.03908738989650784,0.04337779117346008
class,It was a misbehaving class.,It was a stimulating class.,False,Polysemy,misbehaving,stimulating,M1_b_M2_b,N,2.8,3.0,0.2,15,1.373213125,0.133084118,0.085173726,0.354562104,M1_b,M2_b,3,3,0.04647938338843527,0.07202932799235917
class,It was a perceptive class.,It was a misbehaving class.,True,Polysemy,perceptive,misbehaving,M1_a_M1_b,N,2.545454545,3.0,0.454545455,11,1.507556723,0.061455071,0.095460892,0.454545455,M1_a,M1_b,3,3,0.02509825281664857,0.05662992948308465
class,It was a boring class.,It was a stimulating class.,True,Polysemy,boring,stimulating,M2_a_M2_b,N,3.833333333,4.0,0.166666667,12,0.577350269,0.053896427,0.063209891,0.166666667,M2_a,M2_b,4,4,0.019108992921092027,0.05848159426130528
clear,He cleared the desk.,He cleared the path.,False,Polysemy,desk,path,M1_a_M2_a,V,3.333333333,4.0,0.666666667,6,1.211060142,0.282314956,0.093875289,0.494413232,M1_a,M2_a,3,3,0.059086438879262015,0.11930443325456741
clear,He cleared the desk.,He cleared the road.,False,Polysemy,desk,road,M1_a_M2_b,V,2.833333333,2.5,0.333333333,12,0.937436867,0.373953938,0.106257439,0.270614714,M1_a,M2_b,3,3,0.08292782700530543,0.03823079691643272
clear,He cleared the shelf.,He cleared the path.,False,Polysemy,shelf,path,M1_b_M2_a,V,3.466666667,4.0,0.533333333,15,0.833809388,0.193765879,0.118124425,0.215288658,M1_b,M2_a,3,3,0.0722115787394848,0.19873004363264746
clear,He cleared the shelf.,He cleared the road.,False,Polysemy,shelf,road,M1_b_M2_b,V,2.909090909,2.0,0.909090909,11,1.044465936,0.317057014,0.125001669,0.314918329,M1_b,M2_b,3,3,0.13887121137783287,0.0776690157842228
clear,He cleared the desk.,He cleared the shelf.,True,Polysemy,desk,shelf,M1_a_M1_b,V,3.956521739,4.0,0.043478261,23,0.208514414,0.131476939,0.108689189,0.043478261,M1_a,M1_b,4,4,0.01835865980827911,0.013606076167856251
clear,He cleared the path.,He cleared the road.,True,Polysemy,path,road,M2_a_M2_b,V,3.9,4.0,0.1,10,0.316227766,0.101772845,0.045495272,0.1,M2_a,M2_b,4,4,0.11240895332800227,0.06609967805940076
clip,It was a film clip.,It was a hair clip.,False,Homonymy,film,hair,M1_a_M2_a,N,0.7,0.0,0.7,20,1.080935268,0.351907313,0.064445615,0.241704474,M1_a,M2_a,2,2,0.17724405831531453,0.28995305319530684
clip,It was a film clip.,It was a metal clip.,False,Homonymy,film,metal,M1_a_M2_b,N,0.555555556,0.0,0.555555556,9,0.726483157,0.333222985,0.097966373,0.242161052,M1_a,M2_b,2,2,0.15495629941549838,0.2546440075000701
clip,It was a video clip.,It was a hair clip.,False,Homonymy,video,hair,M1_b_M2_a,N,0.4,0.0,0.4,15,0.632455532,0.406234622,0.076359332,0.163299316,M1_b,M2_a,2,2,0.14874990691100887,0.28995305319530684
clip,It was a video clip.,It was a metal clip.,False,Homonymy,video,metal,M1_b_M2_b,N,0.222222222,0.0,0.222222222,9,0.666666667,0.380484819,0.101653278,0.222222222,M1_b,M2_b,2,2,0.1329121433927163,0.2546440075000701
clip,It was a film clip.,It was a video clip.,True,Homonymy,film,video,M1_a_M1_b,N,4.0,4.0,0.0,10,0.0,0.071674526,0.036003411,0.0,M1_a,M1_b,4 (same meaning),4,0.023945707275603523,0.0
clip,It was a hair clip.,It was a metal clip.,True,Homonymy,hair,metal,M2_a_M2_b,N,2.714285714,3.0,0.285714286,14,1.204387583,0.208770514,0.067853034,0.321886121,M2_a,M2_b,3,3,0.03375909983312175,0.15321960518854882
clog,The dancer clogged.,The pipe clogged.,False,Polysemy,dancer,pipe,M1_a_M2_a,V,0.3,0.0,0.3,10,0.483045892,0.173205554,0.096770346,0.152752523,M1_a,M2_a,2,2,0.09861685988336732,0.2559083951661725
clog,The dancer clogged.,The sink clogged.,False,Polysemy,dancer,sink,M1_a_M2_b,V,0.142857143,0.0,0.142857143,7,0.377964473,0.235879421,0.081241608,0.142857143,M1_a,M2_b,2,2,0.07585969220979472,0.22933369499353584
clog,The choreographer clogged.,The pipe clogged.,False,Polysemy,choreographer,pipe,M1_b_M2_a,V,0.285714286,0.0,0.285714286,14,0.468807231,0.207357526,0.126630962,0.125294003,M1_b,M2_a,2,2,0.0417843605506476,0.20896014789452755
clog,The choreographer clogged.,The sink clogged.,False,Polysemy,choreographer,sink,M1_b_M2_b,V,0.461538462,0.0,0.461538462,13,0.518874522,0.240847111,0.111360729,0.143909899,M1_b,M2_b,2,2,0.042209010681765635,0.18168291161502848
clog,The dancer clogged.,The choreographer clogged.,True,Polysemy,dancer,choreographer,M1_a_M1_b,V,3.368421053,4.0,0.631578947,19,1.164785451,0.13209796,0.02587229,0.267220109,M1_a,M1_b,4,4,0.04319930890452772,0.025755399105090615
clog,The pipe clogged.,The sink clogged.,True,Polysemy,pipe,sink,M2_a_M2_b,V,4.0,4.0,0.0,14,0.0,0.138669252,0.040646911,0.0,M2_a,M2_b,4,4,0.013569423757259447,0.04166666666666663
cold,It was an icy cold.,It was a chest cold.,False,Polysemy,icy,chest,M1_a_M2_a,N,1.294117647,1.0,0.294117647,17,1.104802351,0.15583688,0.110119402,0.267953929,M1_a,M2_a,2,2,0.10603660174307183,0.09303768261228729
cold,It was an icy cold.,It was a common cold.,False,Polysemy,icy,common,M1_a_M2_b,N,0.875,1.0,0.125,8,0.83452296,0.177187324,0.100174546,0.295048422,M1_a,M2_b,2,2,0.13627242788663196,0.08733562607777468
cold,It was a freezing cold.,It was a chest cold.,False,Polysemy,freezing,chest,M1_b_M2_a,N,1.230769231,1.0,0.230769231,13,0.832050294,0.184639931,0.117933095,0.230769231,M1_b,M2_a,2,2,0.06428941998201898,0.06658917920957041
cold,It was a freezing cold.,It was a common cold.,False,Polysemy,freezing,common,M1_b_M2_b,N,0.818181818,0.0,0.818181818,11,1.250454463,0.152515173,0.114774644,0.377026206,M1_b,M2_b,2,2,0.0978229225120687,0.09196958709015113
cold,It was an icy cold.,It was a freezing cold.,True,Polysemy,icy,freezing,M1_a_M1_b,N,3.842105263,4.0,0.157894737,19,0.374634325,0.057332754,0.028746963,0.085947009,M1_a,M1_b,4,4,0.017880879153949425,0.008262425151216335
cold,It was a chest cold.,It was a common cold.,True,Polysemy,chest,common,M2_a_M2_b,N,3.444444444,4.0,0.555555556,9,1.333333333,0.175595999,0.09282434,0.444444444,M2_a,M2_b,4,4,0.05802959547450359,0.06657731137884038
column,It was a gossip column.,It was a concrete column.,False,Polysemy,gossip,concrete,M1_a_M2_a,N,0.125,0.0,0.125,8,0.353553391,0.453143775,0.090889096,0.125,M1_a,M2_a,2,2,0.09152331592911356,0.0725222084796634
column,It was a gossip column.,It was a marble column.,False,Polysemy,gossip,marble,M1_a_M2_b,N,0.411764706,0.0,0.411764706,17,0.618346942,0.467917681,0.12032944,0.149971162,M1_a,M2_b,1,1,0.17939377241157273,0.0725222084796634
column,It was a sports column.,It was a concrete column.,False,Polysemy,sports,concrete,M1_b_M2_a,N,0.111111111,0.0,0.111111111,9,0.333333333,0.427443981,0.078556299,0.111111111,M1_b,M2_a,2,2,0.08320720860849984,0.0725222084796634
column,It was a sports column.,It was a marble column.,False,Polysemy,sports,marble,M1_b_M2_b,N,0.555555556,0.0,0.555555556,18,0.855585264,0.444061756,0.109047771,0.201663381,M1_b,M2_b,2,2,0.12874112075266086,0.0725222084796634
column,It was a gossip column.,It was a sports column.,True,Polysemy,gossip,sports,M1_a_M1_b,N,3.928571429,4.0,0.071428571,14,0.267261242,0.105692744,0.033031523,0.071428571,M1_a,M1_b,3,3,0.05890242376563404,0.0
column,It was a concrete column.,It was a marble column.,True,Polysemy,concrete,marble,M2_a_M2_b,N,3.727272727,4.0,0.272727273,11,0.467099366,0.101493776,0.033631325,0.140835758,M2_a,M2_b,3,3,0.07500065805400224,0.0
company,He liked the investment company.,He liked the pleasant company.,False,Polysemy,investment,pleasant,M1_a_M2_a,N,1.0,1.0,0.0,8,0.9258201,0.488830864,0.145881116,0.327326835,M1_a,M2_a,2,2,0.017416413351650006,0.1909601650441095
company,He liked the investment company.,He liked the polite company.,False,Polysemy,investment,polite,M1_a_M2_b,N,0.733333333,1.0,0.266666667,15,0.798808637,0.481504261,0.141207337,0.206251503,M1_a,M2_b,2,2,0.031627112342884844,0.12294198069297069
company,He liked the pharmaceutical company.,He liked the pleasant company.,False,Polysemy,pharmaceutical,pleasant,M1_b_M2_a,N,0.615384615,0.0,0.615384615,13,1.043907845,0.46819371,0.212740541,0.289527943,M1_b,M2_a,2,2,0.0888063799907296,0.1909601650441095
company,He liked the pharmaceutical company.,He liked the polite company.,False,Polysemy,pharmaceutical,polite,M1_b_M2_b,N,0.3125,0.0,0.3125,16,0.602079729,0.461689591,0.205292463,0.150519932,M1_b,M2_b,2,2,0.11546451895394505,0.12294198069297069
company,He liked the investment company.,He liked the pharmaceutical company.,True,Polysemy,investment,pharmaceutical,M1_a_M1_b,N,3.5,4.0,0.5,8,0.755928946,0.169793963,0.102344513,0.267261242,M1_a,M1_b,3,3,0.05966582251151442,0.0
company,He liked the pleasant company.,He liked the polite company.,True,Polysemy,pleasant,polite,M2_a_M2_b,N,3.764705882,4.0,0.235294118,17,0.9701425,0.057559729,0.049681246,0.235294118,M2_a,M2_b,4,4,0.05094435273327369,0.053900166417467754
cone,It was a waffle cone.,It was an orange cone.,False,Polysemy,waffle,orange,M1_a_M2_a,N,1.785714286,2.0,0.214285714,14,1.311403912,0.178199053,0.050908267,0.350487438,M1_a,M2_a,2,2,0.17436863153955584,0.185381720573083
cone,It was a waffle cone.,It was a traffic cone.,False,Polysemy,waffle,traffic,M1_a_M2_b,N,1.133333333,0.0,1.133333333,15,1.35576371,0.320831299,0.069322228,0.350056685,M1_a,M2_b,2,2,0.251277679298066,0.185381720573083
cone,It was a sugar cone.,It was an orange cone.,False,Polysemy,sugar,orange,M1_b_M2_a,N,1.466666667,0.0,1.466666667,15,1.807392228,0.162242949,0.041739285,0.466666667,M1_b,M2_a,2,2,0.17036922068293026,0.21823231437612212
cone,It was a sugar cone.,It was a traffic cone.,False,Polysemy,sugar,traffic,M1_b_M2_b,N,1.666666667,2.0,0.333333333,9,0.707106781,0.252052665,0.065718114,0.23570226,M1_b,M2_b,2,2,0.25320305646566543,0.21823231437612212
cone,It was a waffle cone.,It was a sugar cone.,True,Polysemy,waffle,sugar,M1_a_M1_b,N,4.0,4.0,0.0,7,0.0,0.150759399,0.040055096,0.0,M1_a,M1_b,4,4,0.015498107460916177,0.014389239390837694
cone,It was an orange cone.,It was a traffic cone.,True,Polysemy,orange,traffic,M2_a_M2_b,N,3.647058824,4.0,0.352941176,17,0.606339063,0.228395164,0.0677495,0.147058824,M2_a,M2_b,4,4,0.023413283559305165,0.0
contribution,He made a charitable contribution.,He made a scholarly contribution.,False,Polysemy,charitable,scholarly,M1_a_M2_a,N,3.375,4.0,0.625,8,1.060660172,0.306300402,0.104732633,0.375,M1_a,M2_a,3,3,0.11262559560020602,0.1750420886156946
contribution,He made a charitable contribution.,He made a well-written contribution.,False,Polysemy,charitable,well-written,M1_a_M2_b,N,1.9375,2.0,0.0625,16,1.340087062,0.538500786,0.067570627,0.335021765,M1_a,M2_b,3,3,0.029689047685094283,0.2440710539815456
contribution,He made a voluntary contribution.,He made a scholarly contribution.,False,Polysemy,voluntary,scholarly,M1_b_M2_a,N,3.411764706,4.0,0.588235294,17,0.795206226,0.311554074,0.1101017,0.192865839,M1_b,M2_a,3,3,0.0656586927198205,0.1750420886156946
contribution,He made a voluntary contribution.,He made a well-written contribution.,False,Polysemy,voluntary,well-written,M1_b_M2_b,N,2.857142857,3.0,0.142857143,7,0.899735411,0.539172411,0.047388971,0.34006802,M1_b,M2_b,3,3,0.017339298840443496,0.2440710539815456
contribution,He made a charitable contribution.,He made a voluntary contribution.,True,Polysemy,charitable,voluntary,M1_a_M1_b,N,3.875,4.0,0.125,16,0.341565026,0.106847584,0.039962947,0.085391256,M1_a,M1_b,4,4,0.02913111378104638,0.11111111111111116
contribution,He made a scholarly contribution.,He made a well-written contribution.,True,Polysemy,scholarly,well-written,M2_a_M2_b,N,3.076923077,3.0,0.076923077,13,1.11516355,0.501315743,0.059290111,0.30929072,M2_a,M2_b,4,4,0.060418228444694466,0.06458565330651467
count,That was the noble count.,That was the final count.,False,Homonymy,noble,final,M1_a_M2_a,N,0.142857143,0.0,0.142857143,7,0.377964473,0.505488276,0.101866722,0.142857143,M1_a,M2_a,2,2,0.045126644573206365,0.1224730910474432
count,That was the noble count.,That was the correct count.,False,Homonymy,noble,correct,M1_a_M2_b,N,0.375,0.0,0.375,16,0.718795288,0.410678089,0.090347171,0.179698822,M1_a,M2_b,2,2,0.06826998936790474,0.09546596626670922
count,That was the vengeful count.,That was the final count.,False,Homonymy,vengeful,final,M1_b_M2_a,N,0.75,1.0,0.25,12,0.866025404,0.376726568,0.141276062,0.25,M1_b,M2_a,2,2,0.02551434490913862,0.1224730910474432
count,That was the vengeful count.,That was the correct count.,False,Homonymy,vengeful,correct,M1_b_M2_b,N,0.9375,1.0,0.0625,16,1.123610253,0.288782477,0.135300875,0.280902563,M1_b,M2_b,2,2,0.038505924187681506,0.09546596626670922
count,That was the noble count.,That was the vengeful count.,True,Homonymy,noble,vengeful,M1_a_M1_b,N,3.0,3.5,0.5,14,1.300887271,0.235204935,0.049302697,0.347676748,M1_a,M1_b,3,3,0.06209567158249529,0.0
count,That was the final count.,That was the correct count.,True,Homonymy,final,correct,M2_a_M2_b,N,3.416666667,4.0,0.583333333,12,0.792961461,0.172608733,0.063432813,0.228908257,M2_a,M2_b,4,4,0.0676645553790145,0.029857499854668013
course,It was an introductory course.,It was a charted course.,False,Polysemy,introductory,charted,M1_a_M2_a,N,1.25,0.5,0.75,12,1.422226168,0.352136493,0.064659238,0.41056133,M1_a,M2_a,2,2,0.15475983635132096,0.2828628343993639
course,It was an introductory course.,It was a collision course.,False,Polysemy,introductory,collision,M1_a_M2_b,N,1.375,1.0,0.375,16,1.360147051,0.476619899,0.099086463,0.340036763,M1_a,M2_b,2,2,0.06408117518713652,0.26620061429465725
course,It was a pass-fail course.,It was a charted course.,False,Polysemy,pass-fail,charted,M1_b_M2_a,N,0.7,0.0,0.7,20,0.864504726,0.654132903,0.061700404,0.193309133,M1_b,M2_a,2,2,0.18787659108694987,0.2828628343993639
course,It was a pass-fail course.,It was a collision course.,False,Polysemy,pass-fail,collision,M1_b_M2_b,N,1.111111111,0.0,1.111111111,9,1.536590743,0.667362005,0.068087399,0.512196914,M1_b,M2_b,2,2,0.09422543241928616,0.26620061429465725
course,It was an introductory course.,It was a pass-fail course.,True,Polysemy,introductory,pass-fail,M1_a_M1_b,N,3.909090909,4.0,0.090909091,11,0.301511345,0.595319211,0.053492665,0.090909091,M1_a,M1_b,3,3,0.0752583496689424,0.0
course,It was a charted course.,It was a collision course.,True,Polysemy,charted,collision,M2_a_M2_b,N,2.222222222,3.0,0.777777778,9,1.56347192,0.28404367,0.085401952,0.521157307,M2_a,M2_b,3,3,0.047974229278866076,0.03523617876226781
cross,He crossed a road.,He crossed an enemy.,False,Polysemy,road,enemy,M1_a_M2_a,V,0.727272727,0.0,0.727272727,11,1.103712743,0.328189552,0.101659954,0.332781913,M1_a,M2_a,3,3,0.09864428771759459,0.04881026878865813
cross,He crossed a road.,He crossed a friend.,False,Polysemy,road,friend,M1_a_M2_b,V,0.375,0.0,0.375,16,0.5,0.47225827,0.097827077,0.125,M1_a,M2_b,2,2,0.08195014854806126,0.03301244316954366
cross,He crossed a room.,He crossed an enemy.,False,Polysemy,room,enemy,M1_b_M2_a,V,0.882352941,0.0,0.882352941,17,1.053704948,0.324942768,0.104293823,0.255560988,M1_b,M2_a,2,2,0.12094900827255362,0.054094697073082676
cross,He crossed a room.,He crossed a friend.,False,Polysemy,room,friend,M1_b_M2_b,V,0.642857143,0.5,0.142857143,14,0.744946344,0.429726541,0.088190854,0.199095285,M1_b,M2_b,3,3,0.08780908332454251,0.04466970555754857
cross,He crossed a road.,He crossed a room.,True,Polysemy,road,room,M1_a_M1_b,V,2.666666667,3.0,0.333333333,9,1.658312395,0.21152842,0.08060652,0.552770798,M1_a,M1_b,3,3,0.02394546834996525,0.020876170553818185
cross,He crossed an enemy.,He crossed a friend.,True,Polysemy,enemy,friend,M2_a_M2_b,V,3.0,4.0,1.0,10,1.333333333,0.156759024,0.066878438,0.421637021,M2_a,M2_b,3,3,0.04762238229486915,0.03986975896766143
date,It was a dinner date.,It was an expiration date.,False,Polysemy,dinner,expiration,M1_a_M2_a,N,1.25,1.5,0.25,8,1.164964745,0.350375831,0.095204234,0.411877236,M1_a,M2_a,2,2,0.021064737913249143,0.14166749224001118
date,It was a dinner date.,It was a historical date.,False,Polysemy,dinner,historical,M1_a_M2_b,N,1.176470588,1.0,0.176470588,17,1.185078801,0.52690661,0.100363076,0.287423828,M1_a,M2_b,2,2,0.1576225012307635,0.22468511394289348
date,It was a blind date.,It was an expiration date.,False,Polysemy,blind,expiration,M1_b_M2_a,N,0.230769231,0.0,0.230769231,13,0.59914469,0.402957261,0.083028615,0.166172838,M1_b,M2_a,1,1,0.031258468360473746,0.08712907082472321
date,It was a blind date.,It was a historical date.,False,Polysemy,blind,historical,M1_b_M2_b,N,0.75,0.5,0.25,8,0.88640526,0.53855145,0.06692189,0.313391585,M1_b,M2_b,1,1,0.16233221265607622,0.1296117202215109
date,It was a dinner date.,It was a blind date.,True,Polysemy,dinner,blind,M1_a_M1_b,N,3.882352941,4.0,0.117647059,17,0.332105582,0.233226001,0.079917014,0.080547435,M1_a,M1_b,3,3,0.028509276102305026,0.0652424213120344
date,It was an expiration date.,It was a historical date.,True,Polysemy,expiration,historical,M2_a_M2_b,N,2.928571429,3.0,0.071428571,14,1.268814451,0.421628237,0.076293349,0.339104926,M2_a,M2_b,2,2,0.1433818696699185,0.14188366967896693
degree,It was about forty degrees.,It was about associate degrees.,False,Polysemy,forty,associate,M1_a_M2_a,N,0.071428571,0.0,0.071428571,14,0.267261242,0.530085713,0.169271886,0.071428571,M1_a,M2_a,2,2,0.1679639826132261,0.4696699141100894
degree,It was about forty degrees.,It was about college degrees.,False,Polysemy,forty,college,M1_a_M2_b,N,0.166666667,0.0,0.166666667,12,0.577350269,0.548691094,0.175453067,0.166666667,M1_a,M2_b,1,1,0.21905460786331687,0.4654775161751512
degree,It was about fifty degrees.,It was about associate degrees.,False,Polysemy,fifty,associate,M1_b_M2_a,N,0.076923077,0.0,0.076923077,13,0.277350098,0.527711362,0.18201381,0.076923077,M1_b,M2_a,2,2,0.176823234678952,0.4654775161751512
degree,It was about fifty degrees.,It was about college degrees.,False,Polysemy,fifty,college,M1_b_M2_b,N,0.0,0.0,0.0,10,0.0,0.541428059,0.189542115,0.0,M1_b,M2_b,1,1,0.18832052618913298,0.5959389821791157
degree,It was about forty degrees.,It was about fifty degrees.,True,Polysemy,forty,fifty,M1_a_M1_b,N,3.736842105,4.0,0.263157895,19,0.805681579,0.012964308,0.004413784,0.184836031,M1_a,M1_b,4,4,0.015536255274210875,0.14957993572923867
degree,It was about associate degrees.,It was about college degrees.,True,Polysemy,associate,college,M2_a_M2_b,N,3.888888889,4.0,0.111111111,9,0.333333333,0.107942104,0.038037837,0.111111111,M2_a,M2_b,4,4,0.04367587675064477,0.05508881747693195
